,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
LQDA,6.73,-,-,-,0.40,-0.58,-,-39.90%,-35.90%,40.20%,1.10%,-0.83,-36.80M,111.07%,33.20%,-,-,16.90M
BLU,5.01,-,-,-,0.00,-0.72,-,-24.30%,-,-46.90%,3.30%,-1.06,-86.80M,71.65%,77.49%,-,-,0.01M
TCRT,3.91,-,-,-,0.37,-0.17,-,-108.30%,-63.40%,7.90%,1.40%,-0.13,-38.00M,-17.79%,-27.79%,-,-,2.90M
FORL,863.33,-,-,-,-,-0.00,-,-,-,-,-,-,0.00M,-,1.57%,-,-,-
TRINL,,,,,,,,,,,,,,,,,,
EXAI,1.99,-,-,-,0.01,-1.02,-,-,-,-,27.88%,-1.77,-124.90M,-38.02%,45.59%,-,-,30.70M
HSII,1.27,7.21,9.27,0.72,0.00,3.74,2.23%,19.30%,18.60%,-15.80%,0.30%,2.91,76.60M,-22.57%,-3.61%,7.40%,15.50%,1.04B
ISRG,9.59,84.11,47.83,5.27,0.00,3.65,-,11.50%,11.90%,0.10%,0.51%,6.42,1.31B,41.96%,15.79%,20.40%,0.00%,6.43B
TIVC,0.37,-,-,-,0.00,-0.92,-,-175.00%,-,54.40%,10.15%,-0.24,-10.00M,-94.62%,-84.78%,-,-,1.80M
PTMN,0.82,-,6.46,-,-,-2.59,14.29%,-,-,-98.60%,2.24%,2.99,-,-14.62%,-16.03%,-,-,73.00M
PMGMU,,,,,,,,,,,,,,,,,,
RUSHB,1.96,9.52,-,-,-,6.85,1.29%,-,-,-2.20%,53.16%,-,-,24.18%,15.83%,-,11.40%,7.45B
USCB,,,,,,,,,,,,,,,,,,
COKE,5.06,15.29,-,-,0.49,43.53,0.30%,42.60%,28.80%,38.80%,43.53%,-,454.90M,5.33%,30.70%,7.10%,2.60%,6.37B
VGAS,1.50,-,-,-,0.01,-0.17,-,-2.20%,-,67.20%,16.70%,-,-3.70M,15.41%,26.18%,-,-,-
KMDA,1.33,-,28.83,-,0.13,-0.05,-,-1.30%,2.30%,1.20%,13.81%,0.18,-2.30M,13.07%,29.43%,-1.70%,-,132.00M
LFMD,-,-,-,-,-,-1.26,-,769.30%,508.70%,66.90%,0.20%,-0.25,-39.40M,-13.39%,13.40%,-32.00%,-,123.10M
BRFH,9.50,-,22.17,-,0.00,-0.48,-,-162.70%,-248.80%,-1.10%,1.40%,0.06,-6.20M,-71.52%,2.31%,-71.40%,-,8.70M
LGHL,0.19,-,-,-,0.19,-0.73,-,-83.10%,-,43.00%,-,-,-32.20M,-89.57%,-85.41%,-,-,-4.82M
DFFN,0.47,-,-,-,0.00,-7.43,-,-69.50%,-,9.70%,0.10%,-,-15.20M,-51.55%,-25.65%,-,-,-
SMID,2.85,94.74,-,-,0.19,0.19,-,3.00%,1.80%,166.50%,4.70%,-,1.00M,16.66%,-12.20%,1.90%,0.00%,52.50M
ZIMV,0.36,-,13.84,-,0.00,-2.61,-,-9.10%,-3.80%,-15.90%,0.10%,0.74,-68.20M,-49.75%,9.64%,-7.50%,-,903.70M
MTAC,13.55,359.66,-,-,0.00,0.03,-,1.80%,-,-160.20%,-,-,2.30M,5.78%,3.99%,-,0.00%,-
OPI,0.29,57.96,-,11.59,1.83,0.14,12.15%,0.50%,2.30%,96.70%,0.50%,-0.27,6.90M,-60.49%,-38.35%,1.30%,-,539.30M
NWL,1.11,-,6.94,-,1.69,-0.33,3.14%,-,5.50%,-144.70%,0.20%,1.29,-139.00M,-58.30%,-31.80%,-,192.89%,8.88B
RING,-,-,-,-,-,-,2.15%,-,-,-,-,-,-,-7.92%,6.72%,-,-,-
ESGE,-,-,-,-,-,-,2.56%,-,-,-,-,-,-,-7.71%,5.02%,-,-,-
CSSEL,,,,,,,,,,,,,,,,,,
PTRA,1.06,-,-,-,0.66,-1.91,-,-85.40%,-32.90%,-378.30%,0.20%,-0.39,-431.80M,-81.07%,-66.31%,-,-,330.30M
VTWV,-,-,-,-,-,-,2.37%,-,-,-,-,-,-,-6.99%,3.12%,-,-,-
SCHL,1.27,25.88,16.38,2.84,0.00,1.68,1.84%,5.20%,7.20%,-28.80%,1.10%,2.65,62.10M,17.84%,9.98%,3.70%,39.10%,1.69B
DYAI,5.71,-,27.13,-,0.00,-0.29,-,-68.20%,-,62.30%,30.30%,0.08,-8.20M,-12.15%,76.42%,-,-,3.30M
NZRO,,,,,,,,,,,,,,,,,,
LKFN,2.37,13.73,15.33,1.37,0.00,4.06,3.30%,18.60%,30.30%,2.50%,1.00%,3.64,104.50M,-21.18%,-23.57%,38.60%,30.80%,270.80M
PCTI,1.33,16.20,10.62,1.62,0.00,0.31,4.41%,8.60%,3.50%,182.60%,4.90%,0.47,5.80M,22.00%,16.05%,5.80%,69.80%,99.90M
AGIO,1.44,-,-,-,0.00,-3.97,-,-20.20%,-22.80%,15.60%,1.35%,-5.50,-218.00M,47.62%,-3.74%,-,-,19.00M
STNE,1.52,4293.33,2.83,77.78,0.34,0.00,-,0.20%,22.60%,169.10%,1.56%,4.55,4.10M,6.80%,36.44%,0.20%,0.00%,2.11B
DGRW,-,-,-,-,-,-,2.00%,-,-,-,-,-,-,4.65%,5.83%,-,-,-
GRRR,4.95,-,-,-,0.84,-1.23,-,-247.30%,-165.90%,-,36.35%,-0.40,-87.50M,-80.43%,-75.59%,-,-,22.40M
PPTA,2.68,-,-,-,0.00,-0.58,-,-29.70%,-,26.40%,0.30%,-0.41,-36.40M,42.99%,60.62%,-,-,-
PBTS,0.08,-,-,-,0.11,-0.21,-,-24.40%,-16.70%,88.60%,31.28%,-,-21.50M,-85.93%,-43.47%,-,-,10.50M
BXRX,-,-,-,-,-,-156.16,-,295.20%,332.20%,96.10%,0.30%,-1.10,-53.40M,-97.98%,-81.62%,-,-,0.80M
CAAS,0.44,5.17,7.42,0.52,0.44,0.92,-,9.00%,0.60%,-,65.15%,0.64,28.10M,63.79%,-18.10%,5.20%,0.00%,535.40M
FLXS,0.73,22.93,9.81,-,0.13,0.81,3.22%,3.30%,1.50%,-66.30%,9.90%,1.90,4.30M,-7.31%,21.04%,1.10%,72.10%,412.40M
IMAQU,,,,,,,,,,,,,,,,,,
IXAQU,,,,,,,,,,,,,,,,,,
PIZ,-,-,-,-,-,-,2.38%,-,-,-,-,-,-,-5.39%,8.70%,-,-,-
FTAG,-,-,-,-,-,-,1.83%,-,-,-,-,-,-,-15.42%,-3.71%,-,-,-
FTDS,,,,,,,,,,,,,,,,,,
ASCA,,,,,,,,,,,,,,,,,,
TQQQ,-,-,-,-,-,-,0.71%,-,-,-,-,-,-,7.50%,102.20%,-,-,-
DSWL,0.51,13.72,-,-,0.00,0.21,7.04%,3.80%,3.20%,-136.60%,16.30%,-,3.40M,-12.88%,-8.78%,3.70%,94.50%,90.60M
OSA,-,-,-,-,-,-0.69,-,26.10%,-204.00%,-131.00%,7.70%,-0.80,-11.10M,-50.05%,-11.87%,-51.50%,-,21.50M
AIRS,5.95,-,35.95,-,1.11,-0.25,-,-17.70%,-5.10%,98.00%,29.70%,0.22,-14.00M,-6.97%,113.78%,-8.00%,-,175.10M
ARTE,1.31,34.28,-,-,0.00,0.31,-,3.70%,-,335.40%,-,-,7.30M,5.65%,2.74%,-,0.00%,-
PRTK,-,-,-,-,-,-1.19,-,39.00%,-53.90%,-3.10%,7.10%,-0.08,-65.80M,8.65%,20.86%,-39.50%,-,166.60M
LABP,0.49,-,-,-,0.00,-6.37,-,-67.00%,-,74.80%,-,-3.60,-30.40M,-54.05%,-29.29%,-,-,-
Z,2.41,-,28.73,-,-,-0.57,-,-,-,-,9.67%,1.62,-,15.22%,44.52%,-,-,1.89B
ZYNE,0.45,-,-,-,0.00,-0.82,-,-75.10%,-,0.90%,2.70%,-0.68,-36.70M,-61.03%,-32.08%,-,-,-
ARTW,1.08,13.92,-,-,0.58,0.18,-,-,1.70%,175.40%,5.30%,-,0.80M,0.00%,26.94%,-,0.00%,30.70M
USEG,0.52,32.24,17.56,1.29,0.16,0.05,5.70%,1.50%,6.00%,65.30%,25.50%,0.09,1.20M,-62.02%,-31.30%,2.70%,174.70%,44.00M
NICE,4.38,49.90,22.44,4.16,0.23,4.28,-,9.50%,6.90%,33.20%,-,9.51,284.10M,5.19%,10.99%,12.80%,0.00%,2.23B
WHLR,-,-,-,-,-,-2.05,-,35.10%,6.10%,22.20%,0.60%,-,-20.00M,-72.69%,-49.15%,-23.00%,-,87.20M
ADTN,0.73,-,8.92,-,0.12,-0.06,3.84%,-7.00%,-1.00%,683.00%,2.10%,1.05,-2.00M,-51.30%,-50.08%,-4.40%,-,1.03B
RIGL,-,-,-,-,-,-0.26,-,291.00%,-215.30%,51.20%,1.44%,-0.13,-44.70M,-5.45%,4.00%,-34.50%,-,129.60M
SNAL,5.12,-,1.41,-,1.36,-0.21,-,-65.20%,2.60%,66.00%,0.30%,1.16,-7.80M,-,11.56%,-13.10%,0.00%,59.80M
SFBC,0.96,10.31,-,-,0.12,3.55,2.07%,9.60%,29.20%,27.60%,2.90%,-,9.30M,-13.25%,-6.67%,21.10%,18.90%,43.80M
STXD,-,-,-,-,-,-,1.04%,-,-,-,-,-,-,-,3.00%,-,-,-
NYXH,1.85,-,-,-,-,-1.60,-,-,-,-,50.14%,-1.70,-,-41.95%,63.93%,-,-,2.87M
SALM,0.15,-,-,-,1.00,-0.38,-,-5.70%,1.70%,-400.70%,41.41%,-0.23,-10.10M,-65.81%,-8.82%,-3.80%,-,267.80M
CGC,0.25,-,-,-,-,-5.24,-,-,-,-,33.53%,-0.54,-,-82.33%,-68.71%,-,-,440.96M
STXV,-,-,-,-,-,-,1.56%,-,-,-,-,-,-,-,-0.41%,-,-,-
FCNCA,1.01,1.81,7.81,-,2.46,704.41,0.23%,89.80%,15.40%,3412.20%,1.10%,163.41,10.29B,85.71%,68.34%,-,0.30%,3.91B
PESI,4.07,-,24.26,-,0.04,-0.17,-,-7.60%,-12.90%,74.80%,6.80%,0.47,-2.30M,108.66%,222.95%,-3.90%,-,74.80M
SRGA,-,-,-,-,-,-7.27,-,-,499.50%,15251.90%,9.00%,-6.69,-50.50M,-79.63%,-52.51%,-64.60%,-,78.10M
INSM,-,-,-,-,-,-4.26,-,-,-36.90%,-47.30%,0.70%,-4.25,-546.70M,3.94%,-1.00%,-,-,257.50M
IDAI,-,-,-,-,-,-2.67,-,-769.80%,-866.30%,-35.80%,35.63%,-0.42,-12.90M,-79.01%,-16.03%,-,-,3.00M
FSZ,-,-,-,-,-,-,3.34%,-,-,-,-,-,-,2.69%,9.75%,-,-,-
LI,4.77,-,40.78,-,0.38,-0.17,-,-2.40%,-6.00%,-,0.04%,0.78,-151.10M,9.43%,55.93%,-2.00%,-,7.68B
NPCE,3.82,-,-,-,1.96,-1.86,-,-116.00%,-46.50%,12.30%,18.30%,-1.63,-46.00M,-22.65%,181.88%,-94.60%,-,48.60M
MKAM,,,,,,,,,,,,,,,,,,
SLVO,-,-,-,-,-,-,17.57%,-,-,-,-,-,-,-17.74%,-14.95%,-,-,-
STKS,3.52,21.32,9.25,17.76,1.02,0.37,-,18.00%,11.30%,-26.30%,21.30%,0.86,12.50M,-14.55%,25.87%,3.80%,0.00%,325.00M
RETA,-,-,-,-,-,-9.65,-,-,420.00%,-55.00%,3.83%,-4.33,-354.20M,191.08%,146.41%,-,-,1.50M
LNSR,0.90,-,-,-,0.00,-1.70,-,-41.50%,-,40.50%,1.60%,-0.69,-17.50M,-48.92%,12.16%,-51.10%,-,34.30M
CRIS,2.19,-,-,-,0.00,-0.55,-,-103.80%,-113.80%,31.90%,5.93%,-0.43,-52.10M,-3.82%,51.27%,-,-,10.40M
TW,2.88,46.19,28.51,3.49,0.00,1.50,0.52%,-,6.80%,4.40%,0.20%,2.43,313.90M,1.56%,6.56%,-,21.35%,1.21B
DMAQ,,,,,,,,,,,,,,,,,,
TOWN,1.00,10.41,11.28,-,0.13,2.49,3.86%,9.80%,18.90%,16.00%,5.10%,2.30,181.70M,-11.23%,-15.95%,31.80%,33.00%,573.00M
XPAX,,,,,,,,,,,,,,,,,,
VTNR,2.36,-,5.17,-,1.06,-0.12,-,-,14.10%,136.60%,0.50%,1.32,-5.80M,-59.73%,9.84%,-,-,3.41B
VCIG,3.44,19.04,-,-,0.05,0.14,-,-,68.50%,-26.50%,78.89%,-,4.70M,-,-39.06%,60.70%,0.00%,7.70M
EXLS,6.49,33.05,19.65,2.27,0.25,4.67,-,21.50%,14.30%,41.70%,0.40%,7.86,158.10M,3.66%,-8.89%,10.70%,0.00%,1.48B
NMRD,-,-,-,-,-,-0.54,-,243.20%,-36.70%,51.60%,49.07%,-0.53,-13.10M,-83.50%,-71.46%,-,-,0.40M
DRUG,1.16,-,-,-,0.01,-0.68,-,-102.90%,-,71.40%,23.85%,-,-10.00M,-44.36%,-26.32%,-,-,-
EEIQ,1.43,-,-,-,0.00,-0.56,-,-43.20%,-46.90%,-,69.80%,-,-6.20M,-1.53%,-12.67%,-98.50%,-,6.30M
TBLT,0.54,-,-,-,0.06,-11.73,-,-120.60%,-170.30%,94.50%,0.03%,-,-42.90M,-81.84%,-66.24%,-43.70%,-,98.20M
NOGN,-,-,-,-,-,-4.94,-,81.40%,340.40%,0.40%,25.20%,-1.18,-52.70M,-99.31%,-91.04%,-61.30%,-,85.90M
MGRX,4.35,-,-,-,0.03,-0.29,-,-,-,-,61.21%,-,-,-,-63.00%,-,-,0.11M
BRLI,61.50,-,-,-,12.67,-0.16,-,-3.40%,-,46.60%,87.20%,-,-0.60M,9.93%,3.36%,-,-,-
TPIC,-,-,-,-,-,-2.73,-,-204.70%,-51.40%,-17.70%,2.52%,-0.42,-114.80M,-23.99%,13.71%,-8.50%,-,1.54B
HYZN,0.58,-,-,-,0.00,-0.08,-,-,-56.40%,-,64.27%,-0.38,-18.50M,-84.93%,-52.74%,-,-,2.80M
KHC,0.92,18.83,12.19,4.05,0.41,1.96,4.33%,5.00%,4.50%,7.70%,0.40%,3.03,2.42B,0.71%,-9.24%,9.00%,81.00%,26.93B
RGLS,0.89,-,-,-,0.14,-1.83,-,-81.00%,-,7.90%,4.95%,-1.20,-28.70M,-48.53%,2.19%,-,-,-
ATAT,10.81,120.54,13.87,-,0.16,0.13,-,-,5.90%,-71.90%,25.69%,1.13,-,-,-13.04%,-,0.00%,2.58B
PGEN,1.65,-,-,-,0.07,-0.38,-,19.50%,-44.60%,17.40%,0.20%,-0.43,-78.60M,-2.22%,-13.16%,-,0.00%,23.20M
RGF,2.72,-,-,-,3.45,-0.48,-,-34.60%,-29.00%,-60.20%,0.70%,-0.08,-12.40M,-45.96%,-47.51%,-9.30%,-,133.80M
GURE,0.10,3.08,-,0.16,0.01,0.87,-,3.50%,3.60%,-367.00%,3.70%,-,9.60M,-38.41%,-13.59%,14.50%,0.00%,66.50M
HEWG,-,-,-,-,-,-,2.79%,-,-,-,-,-,-,7.11%,16.48%,-,-,-
PNTG,3.22,55.35,15.68,1.35,0.46,0.24,-,6.30%,6.00%,82.40%,5.00%,0.86,7.50M,-28.80%,22.50%,1.50%,0.00%,485.80M
SLGL,2.00,-,-,-,0.00,-0.81,-,-42.60%,-,-70.00%,55.09%,-0.64,-19.60M,-39.49%,-22.37%,-,-,4.60M
WNEB,0.57,5.19,7.35,0.52,0.08,1.19,4.55%,11.60%,28.20%,1.80%,1.80%,0.84,25.90M,-27.30%,-34.99%,28.90%,21.00%,89.60M
FRBK,0.45,5.26,6.86,-,0.06,0.25,-,7.50%,34.30%,-82.70%,21.29%,0.19,19.20M,-69.63%,-38.14%,11.90%,0.00%,161.40M
MGTA,0.56,-,35.62,-,0.00,-1.38,-,-74.60%,-,-23.20%,0.60%,0.02,-82.70M,-41.61%,80.33%,-,-,-
PCCTU,,,,,,,,,,,,,,,,,,
ARGX,193.14,-,-,-,0.00,-9.26,-,-19.10%,-24.80%,88.10%,-,-3.74,-511.30M,23.62%,3.58%,-88.60%,-,606.50M
BIOL,0.31,-,-,-,1.70,-3.46,-,-244.90%,-136.10%,78.00%,0.90%,-0.01,-29.70M,-98.34%,-88.00%,-60.90%,-,48.80M
UONEK,1.04,7.62,-,-,0.00,0.78,-,16.10%,9.10%,-66.70%,27.70%,-,42.20M,11.51%,57.18%,8.70%,0.00%,483.50M
HYLS,-,-,-,-,-,-,6.64%,-,-,-,-,-,-,-6.09%,1.39%,-,-,-
AMRN,0.89,-,-,-,0.00,-0.23,-,-15.50%,-18.10%,48.90%,0.30%,-0.14,-90.70M,-21.95%,5.79%,-25.20%,-,360.50M
GT,0.74,976.43,7.92,105.67,1.72,0.01,-,0.10%,3.90%,-205.90%,0.49%,1.73,5.00M,-0.15%,34.68%,0.00%,0.00%,20.84B
SFST,0.75,9.43,15.31,1.18,0.12,2.96,-,8.20%,26.80%,-66.10%,1.30%,1.82,23.80M,-39.88%,-39.08%,18.10%,0.00%,131.50M
HSDT,0.59,-,-,-,0.00,-2.41,-,-162.30%,-160.50%,86.70%,2.36%,-0.37,-14.10M,-92.35%,-44.64%,-,-,0.80M
IBTD,-,-,-,-,-,-,3.18%,-,-,-,-,-,-,-1.16%,0.12%,-,-,-
AMED,2.79,26.93,19.68,-,0.37,3.44,-,10.90%,9.30%,-20.00%,0.30%,4.71,112.20M,-19.35%,10.85%,5.00%,0.00%,2.23B
HEPS,3.00,-,-,-,0.14,-0.19,-,-104.30%,-36.30%,62.20%,76.47%,-4.60,-74.20M,-2.78%,59.09%,-24.90%,-,602.50M
PRTS,1.90,-,-,-,0.17,-0.04,-,-1.80%,0.00%,-50.80%,4.80%,0.00,-2.00M,-48.86%,-35.46%,-0.30%,-,671.00M
DSKE,5.27,16.11,5.70,0.64,10.90,0.44,-,27.50%,10.90%,-127.30%,0.60%,1.25,30.40M,-12.10%,25.13%,1.70%,0.00%,1.75B
PUI,-,-,-,-,-,-,2.02%,-,-,-,-,-,-,-11.56%,-3.49%,-,-,-
LPTH,1.44,-,-,-,0.07,-0.16,-,-15.00%,-10.30%,-80.90%,0.90%,-0.04,-4.60M,0.33%,23.77%,-14.30%,-,32.20M
QQQS,,,,,,,,,,,,,,,,,,
SOVO,3.79,-,24.37,-,0.99,-0.49,-,-10.20%,-2.70%,92.90%,3.00%,0.75,-49.70M,29.88%,27.35%,-5.40%,-,921.20M
ALPP,0.89,-,-,-,0.54,-0.57,-,-18.40%,-9.30%,61.40%,-,-,-13.10M,-53.02%,-41.35%,-12.50%,-,104.60M
ATMV,,,,,,,,,,,,,,,,,,
FTHM,1.71,-,-,-,0.08,-1.72,-,-41.60%,-40.40%,3.10%,33.00%,-0.65,-27.30M,-40.88%,48.71%,-6.80%,-,400.40M
SEVN,0.54,5.89,6.86,-,1.62,1.67,14.23%,9.10%,3.70%,-30.20%,0.50%,1.44,24.30M,-12.77%,8.25%,42.30%,71.90%,57.50M
ANZUU,-,39.46,-,-,-,0.26,-,-,-,-94.20%,-,-,-,2.32%,1.30%,-,0.00%,-
NEOG,1.34,624.84,-,62.48,0.28,0.03,-,-0.70%,5.30%,-24.80%,0.10%,-0.02,-13.50M,-24.86%,27.18%,-1.90%,0.00%,720.70M
CFO,-,-,-,-,-,-,1.89%,-,-,-,-,-,-,-10.77%,-4.55%,-,-,-
SSSS,0.45,-,-,-,-,-4.86,202.96%,-,-,-77.40%,5.91%,-0.58,-,-54.99%,-11.05%,-,-,4.17M
COCP,0.63,-,-,-,0.00,-4.90,-,-95.10%,-,-23.00%,25.05%,-2.41,-39.80M,-49.77%,36.92%,-,-,-
LVO,-,-,-,-,-,-0.16,-,124.60%,-250.00%,80.30%,2.50%,-0.06,-13.40M,35.48%,95.80%,-13.80%,-,97.50M
DNLI,4.35,-,-,-,0.00,-2.86,-,-40.00%,-32.70%,-51.20%,1.80%,-3.44,-370.60M,30.53%,10.68%,-,-,101.50M
VAQC,7.06,35.78,-,-,0.03,0.28,-,2.70%,-,-,0.46%,-,8.90M,4.43%,0.60%,-,0.00%,-
GALT,-,-,-,-,-,-0.68,-,133.50%,-,-16.00%,1.20%,-1.02,-40.50M,9.29%,35.40%,-,-,-
LYEL,1.04,-,-,-,0.00,-0.73,-,-22.00%,-23.00%,3.90%,3.10%,-1.37,-181.90M,-33.47%,-6.05%,-,-,84.20M
PLYA,2.19,26.88,15.20,-,1.58,0.35,-,8.20%,6.80%,5.00%,0.20%,0.62,56.70M,0.00%,43.64%,6.20%,0.00%,910.50M
ODP,1.54,10.36,10.30,0.84,0.19,4.27,-,13.40%,12.10%,52.70%,0.40%,4.30,195.00M,15.53%,-2.79%,2.20%,0.00%,8.42B
VCLT,-,-,-,-,-,-,4.62%,-,-,-,-,-,-,-8.68%,0.66%,-,-,-
PSCT,-,-,-,-,-,-,-,-,-,-,-,-,-,11.09%,18.43%,-,-,-
NVEE,2.07,32.44,16.41,2.21,0.23,3.09,-,6.90%,7.20%,-31.90%,1.20%,6.11,47.30M,-18.94%,-24.21%,6.10%,0.00%,780.90M
FAMI,0.07,4.74,-,-,0.03,0.09,-,1.70%,0.70%,-92.30%,1.59%,-,2.20M,-62.73%,8.92%,2.20%,0.00%,99.20M
HZNP,4.46,62.70,14.07,12.54,0.50,1.59,-,7.40%,8.00%,-73.00%,1.17%,7.07,371.90M,14.01%,-12.62%,10.40%,0.00%,3.58B
RNA,1.49,-,-,-,0.00,-3.36,-,-40.70%,-30.90%,-4.80%,5.17%,-3.40,-192.20M,-6.25%,-46.55%,-,-,9.70M
CJJD,0.15,-,-,-,1.21,-0.97,-,-14.30%,-6.30%,92.80%,7.05%,-,-3.50M,-60.39%,-78.51%,-2.20%,-,158.60M
ESTA,-,-,-,-,-,-3.31,-,-,-36.50%,-98.30%,4.80%,-1.31,-81.20M,3.86%,1.13%,-47.80%,-,169.80M
XRAY,2.32,-,17.25,-,0.59,-4.83,1.42%,-26.10%,-14.50%,-128.00%,0.60%,2.28,-1038.00M,-2.57%,23.71%,-26.40%,-,3.93B
PNACU,,,,,,,,,,,,,,,,,,
FNLC,1.34,8.26,-,-,0.00,3.37,4.88%,16.50%,28.80%,-18.20%,0.30%,-,37.30M,-7.65%,-6.91%,36.70%,39.30%,101.40M
GIPR,1.15,-,-,-,0.00,-1.65,11.24%,-36.80%,-5.70%,-101.80%,24.64%,-1.17,-4.00M,-38.84%,-13.95%,-71.20%,-,5.60M
ELSE,1.12,290.00,-,-,0.00,0.01,-,0.50%,-0.10%,-384.50%,10.50%,-,0.10M,-11.76%,-3.76%,0.70%,0.00%,8.90M
IMMR,1.54,7.57,9.79,0.50,0.00,1.03,1.53%,22.30%,17.80%,68.90%,4.30%,0.80,33.90M,39.45%,12.87%,88.60%,5.80%,38.20M
RVLP,2.08,-,-,-,1.43,-0.60,-,-103.60%,-54.60%,-43.10%,3.60%,-0.22,-56.50M,-40.53%,-25.66%,-,-,37.10M
CLOV,1.49,-,-,-,0.00,-0.70,-,-89.70%,-97.40%,5.00%,3.10%,-0.40,-336.10M,-60.32%,7.58%,-10.70%,-,3.13B
MRSN,14.27,-,-,-,0.00,-2.12,-,-224.00%,-173.60%,11.60%,1.23%,-1.53,-213.10M,157.83%,46.08%,-,-,32.30M
PATI,0.98,14.60,-,-,0.00,0.62,-,7.00%,22.90%,194.20%,0.10%,-,2.20M,15.52%,28.99%,2.40%,0.00%,92.70M
CELZ,0.52,-,-,-,0.00,-0.78,-,-53.00%,-,58.20%,0.90%,-0.33,-10.00M,-40.44%,44.40%,-,-,0.07M
MRCC,0.75,-,7.16,-,-,-0.01,12.94%,-,-,296.60%,3.58%,1.08,-,-24.95%,-9.48%,-,-,58.21M
MBTCU,,,,,,,,,,,,,,,,,,
MOGO,0.50,-,-,-,0.81,-2.02,-,-101.40%,-67.30%,62.70%,12.52%,-0.14,-153.70M,-46.56%,32.25%,-,-,67.60M
ACGL,1.99,13.72,10.39,0.76,0.21,5.19,-,16.40%,8.90%,286.50%,0.90%,6.86,1.96B,51.27%,13.49%,18.30%,0.00%,10.71B
BNRG,5.44,-,-,-,-,-0.62,-,-,-,-,64.72%,-,-,-69.46%,-30.57%,-,-,1.52M
CARG,3.37,10.40,19.98,0.67,0.00,1.95,-,44.00%,10.40%,126.50%,1.60%,1.02,272.00M,-20.98%,44.90%,18.70%,0.00%,1.46B
BWACU,,,,,,,,,,,,,,,,,,
HOOD,1.20,-,-,-,0.37,-1.29,-,-16.40%,-11.50%,-26.10%,0.40%,-0.04,-1147.00M,3.18%,15.48%,-76.50%,-,1.50B
RCAC,,,,,,,,,,,,,,,,,,
PY,,,,,,,,,,,,,,,,,,
RCAT,0.76,-,-,-,0.02,-0.38,-,-28.60%,-16.30%,-118.10%,28.90%,-0.04,-20.50M,-54.64%,-2.53%,-,-,9.00M
DWSN,1.42,-,-,-,0.33,-0.78,-,-41.60%,-42.60%,70.50%,-,-,-18.50M,5.06%,-4.59%,-38.10%,-,48.50M
FFIC,0.65,7.00,11.29,1.25,0.35,2.08,6.04%,9.50%,23.00%,-70.80%,0.70%,1.29,63.90M,-36.51%,-24.82%,18.90%,42.30%,337.40M
CVCO,2.57,10.72,9.77,0.36,0.01,26.93,-,25.90%,23.40%,-7.20%,0.60%,29.52,240.60M,31.71%,27.53%,11.20%,0.00%,2.14B
AMAT,8.06,17.81,19.16,1.34,0.41,7.58,0.95%,50.10%,38.00%,6.90%,0.35%,7.05,6.49B,17.40%,38.64%,24.40%,10.20%,26.64B
XENE,3.99,-,-,-,0.00,-2.24,-,-,-17.90%,-83.90%,0.20%,-3.20,-147.40M,39.10%,5.66%,-,-,0.70M
ONCT,0.34,-,-,-,0.00,-0.84,-,-71.50%,-73.70%,2.00%,1.90%,-0.38,-45.80M,-79.14%,-69.12%,-,-,0.90M
ACAB,,,,,,,,,,,,,,,,,,
FDBC,,,,,,,,,,,,,,,,,,
MDRR,0.69,-,-,-,4.13,-2.32,6.48%,-27.90%,-,-11.50%,6.50%,-,-5.00M,-35.54%,-11.80%,-47.00%,-,10.60M
XFINU,,,,,,,,,,,,,,,,,,
HTBI,0.80,10.24,7.09,1.28,0.02,2.24,1.74%,9.30%,26.00%,-17.60%,3.20%,3.24,35.30M,-13.88%,-5.05%,24.30%,15.40%,158.10M
METX,0.14,2.86,-,-,0.04,0.07,-,92.60%,5.20%,101.30%,16.51%,-,0.90M,-87.61%,12.31%,65.00%,0.00%,11.50M
ENER,1.31,86.81,-,-,0.00,0.12,-,1.50%,-,353.90%,0.30%,-,3.00M,5.30%,2.48%,-,0.00%,-
FRLA,,,,,,,,,,,,,,,,,,
HYW,1.19,5.57,4.35,1.23,0.00,1.12,-,26.60%,24.50%,14.00%,-,1.44,33.00M,-5.30%,10.21%,11.20%,0.00%,295.60M
CNCR,-,-,-,-,-,-,13.55%,-,-,-,-,-,-,-2.89%,-0.36%,-,-,-
KDP,1.75,33.74,16.34,5.44,0.52,0.93,2.56%,5.20%,5.50%,-19.60%,37.20%,1.92,1.32B,-14.69%,-12.20%,9.20%,84.40%,14.33B
EPOW,2.07,-,-,-,0.38,-0.35,-,-47.20%,-45.80%,-215.30%,53.56%,-,-8.40M,34.55%,-5.86%,-,-,7.40M
CSTL,1.03,-,-,-,0.00,-2.71,-,-17.70%,-17.80%,-13.30%,1.80%,-2.62,-71.70M,-30.81%,-36.66%,-47.10%,-,152.20M
TRHC,-,-,-,-,-,-2.61,-,325.40%,-26.30%,67.20%,31.80%,-0.07,-64.00M,74.64%,22.42%,-42.20%,-,320.70M
TTCF,0.70,-,-,-,0.58,-1.69,-,-,-110.80%,6.50%,1.20%,-0.75,-140.70M,-91.61%,-51.90%,-,-,222.30M
