,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
DBI,1.32,4.30,5.89,0.29,0.00,2.11,2.21%,36.60%,24.90%,-50.00%,4.10%,1.54,147.90M,-36.80%,-6.03%,4.60%,4.40%,3.23B
MNTN.U,,,,,,,,,,,,,,,,,,
FNKO,1.93,-,13.98,-,0.98,-1.60,-,-19.70%,1.00%,-603.80%,0.70%,0.93,-73.20M,-37.60%,17.37%,-5.80%,-,1.27B
TTT,-,-,-,-,-,-,0.76%,-,-,-,-,-,-,2.72%,-13.85%,-,-,-
HOUS,0.43,-,8.44,-,1.88,-4.17,-,-22.90%,-3.00%,-757.90%,0.20%,0.75,-448.00M,-38.16%,-4.38%,-7.00%,-,6.40B
UVV,0.90,10.20,-,-,0.58,4.97,6.31%,9.20%,7.70%,108.30%,0.70%,-,124.10M,-10.74%,-4.13%,4.80%,62.90%,2.57B
BNDX,-,-,-,-,-,-,1.76%,-,-,-,-,-,-,-0.61%,2.49%,-,-,-
TCX,3.99,-,-,-,0.00,-4.04,-,-44.10%,-7.40%,-528.90%,7.00%,-,-43.60M,-33.44%,-8.66%,-13.60%,-,320.50M
SASR,0.72,6.46,8.38,0.69,0.24,3.86,5.46%,-,18.20%,17.80%,0.70%,2.97,173.00M,-37.61%,-30.26%,-,37.16%,541.00M
PXE,-,-,-,-,-,-,3.79%,-,-,-,-,-,-,-14.77%,-7.30%,-,-,-
HCXY,,,,,,,,,,,,,,,,,,
SPUC,-,-,-,-,-,-,1.31%,-,-,-,-,-,-,14.67%,17.04%,-,-,-
JSPR,1.04,-,-,-,0.00,-1.13,-,-74.40%,-,-166.10%,5.90%,-0.54,-49.70M,-27.11%,203.38%,-,-,-
VOXX,0.85,-,-,-,0.12,-1.18,-,-8.00%,-8.10%,-804.10%,41.64%,-0.05,-28.60M,43.31%,39.38%,-5.40%,-,534.00M
ADP,24.74,28.23,24.73,2.06,0.81,7.83,2.26%,104.50%,47.10%,13.60%,0.10%,8.94,3.26B,7.20%,-7.03%,18.50%,55.50%,17.66B
CLBR,,,,,,,,,,,,,,,,,,
MODG,0.96,42.00,22.22,3.62,0.50,0.47,-,2.50%,5.00%,-70.00%,0.20%,0.89,96.20M,-9.22%,-2.56%,2.30%,0.00%,4.12B
OSCV,-,-,-,-,-,-,1.36%,-,-,-,-,-,-,7.77%,2.78%,-,-,-
DNAD,1.32,60.71,-,-,0.00,0.17,-,2.20%,-,-,2.50%,-,5.40M,6.88%,2.84%,-,0.00%,-
MC,7.58,36.93,21.75,-,0.00,1.26,5.16%,20.50%,37.90%,-94.50%,0.30%,2.14,88.30M,13.86%,15.85%,10.10%,179.80%,871.00M
FAF,1.24,28.60,10.41,-,0.40,1.98,3.67%,4.50%,5.40%,-50.50%,3.65%,5.44,210.90M,8.11%,8.65%,3.00%,104.30%,7.02B
ADVM,0.93,-,-,-,0.00,-1.46,-,-73.60%,-,24.70%,1.20%,-0.89,-145.70M,54.56%,158.84%,-,-,3.60M
DXPE,1.70,13.08,8.67,0.65,1.10,2.77,-,14.10%,10.30%,46.20%,0.40%,4.17,53.00M,22.66%,31.52%,3.30%,0.00%,1.59B
DBOC,,,,,,,,,,,,,,,,,,
BCEL,0.76,-,-,-,0.00,-2.40,-,-106.40%,-,17.90%,0.60%,-1.62,-93.30M,-33.14%,46.14%,-,-,-
SBRA,0.92,-,26.92,-,0.81,-0.55,10.08%,-4.10%,0.60%,-123.40%,0.40%,0.44,-127.70M,-13.20%,-4.95%,-20.50%,-,623.00M
CCM,-,-,-,-,-,-1.58,-,34.20%,-46.00%,-108.20%,18.00%,-,-68.90M,-12.82%,-17.07%,-,-,66.40M
OESX,1.39,-,-,-,0.13,-1.07,-,-9.20%,9.60%,-,4.40%,-0.19,-34.30M,-15.93%,-5.77%,-6.80%,-,77.40M
APCB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.81%,-,-,-
IDE,-,-,-,-,-,-0.35,2.64%,-,-,-,-,-,-,1.62%,12.15%,-,-,-
GDEV,,,,,,,,,,,,,,,,,,
NSTC.U,,,,,,,,,,,,,,,,,,
ARKG,-,-,-,-,-,-,-,-,-,-,-,-,-,19.80%,23.03%,-,-,-
JPUS,-,-,-,-,-,-,2.29%,-,-,-,-,-,-,5.92%,2.88%,-,-,-
ESUS,,,,,,,,,,,,,,,,,,
VTRU,1.14,19.41,1.41,1.36,0.89,0.79,-,6.40%,7.10%,60.30%,7.20%,10.87,25.50M,-9.31%,-31.16%,7.90%,0.00%,321.70M
LRFC,0.57,-,19.60,-,0.00,-4.36,4.49%,-12.20%,-,24.20%,6.56%,1.00,-11.80M,6.71%,-12.30%,-70.10%,-,16.80M
PRAY,,,,,,,,,,,,,,,,,,
MSVX,,,,,,,,,,,,,,,,,,
IVEG,,,,,,,,,,,,,,,,,,
CARE,1.05,6.71,7.65,-,0.00,2.34,-,16.90%,38.20%,84.70%,0.60%,2.06,56.40M,16.14%,-6.12%,31.40%,0.00%,179.50M
JOE,4.13,38.76,-,-,0.94,1.16,0.89%,10.80%,3.90%,-21.80%,5.41%,-,67.90M,8.90%,17.08%,26.10%,34.50%,260.40M
PARAA,,,,,,,,,,,,,,,,,,
ROG,2.49,30.88,27.21,-,0.16,5.11,-,8.50%,8.70%,-121.60%,0.30%,5.80,96.50M,-38.68%,31.56%,10.00%,0.00%,966.80M
DD,1.20,32.05,16.31,2.71,0.30,2.17,2.07%,21.70%,3.90%,39.60%,0.10%,4.28,1.06B,14.42%,0.61%,44.20%,11.50%,12.76B
TEAF,-,46.78,-,-,-,0.27,8.55%,-,-,-,0.14%,-,-,-11.82%,-1.87%,-,395.51%,-
VHT,-,-,-,-,-,-,1.36%,-,-,-,-,-,-,9.69%,-1.32%,-,-,-
GGLL,-,-,-,-,-,-,0.60%,-,-,-,-,-,-,-,59.11%,-,-,-
KRNLU,,,,,,,,,,,,,,,,,,
EWG,-,-,-,-,-,-,2.65%,-,-,-,-,-,-,19.23%,17.21%,-,-,-
HFRO$A,,,,,,,,,,,,,,,,,,
EBIX,1.11,13.31,10.09,1.33,0.98,1.71,1.32%,8.40%,8.80%,-63.20%,21.52%,2.25,52.50M,-4.10%,12.42%,5.20%,13.20%,1.01B
HYTR,,,,,,,,,,,,,,,,,,
JHI,0.95,-,-,-,-,-3.89,7.34%,-,-,-,0.12%,-,-,-5.92%,0.56%,-,-,13.60M
TWM,-,-,-,-,-,-,0.72%,-,-,-,-,-,-,-25.16%,-13.92%,-,-,-
TGTX,132.40,-,-,-,0.00,-1.23,-,-213.70%,-148.70%,45.50%,1.10%,-0.30,-168.60M,563.94%,117.20%,-,-,8.60M
GENQU,,,,,,,,,,,,,,,,,,
TY,0.93,-,-,-,-,-5.42,4.12%,-,-,-85.10%,-,-,-,5.58%,6.08%,-,-,68.21M
STX,-,-,27.44,-,-,-0.85,4.23%,37.50%,33.40%,-234.20%,0.40%,2.41,-161.00M,-14.99%,23.19%,-1.90%,36.63%,8.41B
SURI,,,,,,,,,,,,,,,,,,
VIS,-,-,-,-,-,-,1.38%,-,-,-,-,-,-,21.25%,10.29%,-,-,-
SCHO,-,-,-,-,-,-,2.50%,-,-,-,-,-,-,-1.60%,-0.25%,-,-,-
SOXL,-,-,-,-,-,-,0.47%,-,-,-,-,-,-,54.79%,165.89%,-,-,-
IBTJ,-,-,-,-,-,-,2.74%,-,-,-,-,-,-,-2.41%,0.51%,-,-,-
ASA,0.90,-,-,-,-,-8.21,-,-,-,-,0.31%,-,-,-9.77%,6.35%,-,-,2.72M
OVM,-,-,-,-,-,-,4.26%,-,-,-,-,-,-,-0.35%,2.61%,-,-,-
XPRO,1.48,-,11.68,-,0.01,-0.14,-,-1.20%,-3.00%,42.70%,0.40%,1.48,-15.40M,49.07%,-7.00%,-1.10%,-,1.34B
DOCT,,,,,,,,,,,,,,,,,,
OII,3.44,36.70,12.36,-,1.35,0.48,-,9.90%,4.70%,120.70%,0.30%,1.44,49.20M,64.34%,2.52%,2.30%,0.00%,2.16B
FATPU,,,,,,,,,,,,,,,,,,
IOBT,0.48,-,-,-,0.00,-2.47,-,-48.40%,-,0.90%,11.14%,-2.13,-71.30M,-47.72%,-10.43%,-,-,-
MTX,1.13,16.03,9.42,2.86,0.65,3.52,0.35%,7.40%,6.50%,-14.30%,1.10%,6.00,115.10M,-7.78%,-6.64%,5.30%,5.70%,2.15B
KOLD,-,-,-,-,-,-,-,-,-,-,-,-,-,139.37%,119.05%,-,-,-
MPTI,2.05,17.60,10.66,-,0.00,0.64,-,10.40%,14.50%,-9.80%,13.90%,1.06,1.70M,-,30.40%,5.20%,0.00%,33.50M
EINC,-,-,-,-,-,-,2.95%,-,-,-,-,-,-,2.75%,1.28%,-,-,-
FANH,1.66,15.88,11.97,2.07,0.11,0.52,7.26%,12.00%,7.70%,259.70%,0.20%,0.69,27.90M,77.27%,11.39%,6.80%,0.00%,411.10M
NUEM,-,-,-,-,-,-,1.71%,-,-,-,-,-,-,1.58%,10.97%,-,-,-
PBAXU,,,,,,,,,,,,,,,,,,
QTR,,,,,,,,,,,,,,,,,,
HVT.A,,,,,,,,,,,,,,,,,,
DMAC,3.12,-,-,-,0.00,-0.58,-,-46.90%,-,-50.30%,1.80%,-0.80,-15.40M,51.81%,111.37%,-,-,-
BVN,0.62,29.76,6.68,1.61,0.24,0.25,1.97%,-,-1.00%,-48.70%,37.20%,1.11,63.30M,-1.38%,0.60%,-,0.00%,777.40M
NNI,1.17,15.54,16.85,-,4.37,6.51,1.03%,-,2.10%,-85.70%,0.40%,6.00,242.30M,28.89%,10.46%,-,9.16%,1.99B
PHIO,0.51,-,-,-,0.00,-10.92,-,-102.20%,-,-34.90%,0.90%,-,-12.40M,-60.92%,-28.32%,-,-,-
KFYP,-,-,-,-,-,-,4.55%,-,-,-,-,-,-,-12.18%,4.18%,-,-,-
BWAY,0.82,-,-,-,-,-0.88,-,-,-,-,5.04%,-0.16,-,-54.79%,-8.30%,-,-,-
TBLT,0.57,-,-,-,0.06,-11.73,-,-120.60%,-170.30%,94.50%,0.03%,-,-42.90M,-77.03%,-64.66%,-43.70%,-,98.20M
HIGH,-,-,-,-,-,-,9.54%,-,-,-,-,-,-,-,0.60%,-,-,-
MOXC,1.24,-,-,-,0.00,-0.68,-,-115.50%,-,-534.70%,28.51%,-,-22.50M,-4.95%,100.11%,-,-,0.20M
EDBL,0.44,-,-,-,1.09,-38.91,-,-,-239.80%,81.60%,31.90%,-2.79,-12.70M,-96.86%,-77.30%,-,-,11.30M
LUMO,0.58,-,-,-,0.00,-3.68,-,-48.30%,-53.70%,3.50%,9.70%,-3.26,-30.70M,-44.03%,3.88%,-,-,2.10M
IYG,-,-,-,-,-,-,2.07%,-,-,-,-,-,-,5.46%,-0.06%,-,-,-
NIE,-,-,-,-,-,-3.90,9.73%,-,-,-,0.01%,-,-,9.00%,12.63%,-,-,-
NEGG,2.93,-,-,-,0.05,-0.15,-,-33.20%,-40.50%,-530.90%,52.90%,-0.10,-57.40M,-67.48%,-8.39%,-3.30%,-,1.72B
ASNS,3.67,-,-,-,3.50,-5.53,-,-183.10%,-71.80%,95.20%,19.33%,-,-8.20M,-80.50%,-34.20%,-93.50%,-,8.80M
TLGA,,,,,,,,,,,,,,,,,,
RLY,-,-,-,-,-,-,5.78%,-,-,-,-,-,-,-8.46%,-0.58%,-,-,-
JG,1.85,-,-,-,0.04,-0.13,-,-65.70%,-104.80%,7.20%,0.56%,-,-15.00M,-75.23%,-57.84%,-32.50%,-,46.20M
NKEL,,,,,,,,,,,,,,,,,,
AUID,-,-,-,-,-,-0.95,-,-,-275.00%,4.80%,9.30%,-,-23.80M,-75.83%,26.06%,-,-,0.40M
CIR,6.03,24.12,18.17,3.97,0.00,1.98,-,29.60%,8.90%,98.10%,1.95%,2.63,40.50M,187.37%,99.46%,5.00%,0.00%,804.40M
DEW,-,-,-,-,-,-,3.93%,-,-,-,-,-,-,2.22%,1.92%,-,-,-
ARWR,8.55,-,-,-,0.00,-1.43,-,-35.80%,-45.70%,9.50%,3.40%,-2.85,-150.20M,21.51%,-12.55%,-55.10%,-,272.80M
VRNA,5.93,-,-,-,0.07,-0.88,-,-28.30%,-32.00%,47.70%,50.80%,-1.10,-60.60M,360.51%,-18.56%,-,-,0.50M
FLNG,1.93,11.39,-,-,-,2.74,9.61%,-,-,-70.40%,45.66%,-,-,26.38%,-3.80%,-,-,365.82M
SQFT,0.19,-,-,-,1.74,-0.38,9.75%,-3.10%,-0.30%,60.20%,3.30%,-,-4.40M,-69.36%,-4.21%,-25.70%,-,17.30M
OSEA,,,,,,,,,,,,,,,,,,
NVDA,42.95,221.69,41.07,10.46,0.45,1.92,0.04%,20.90%,13.30%,28.70%,0.40%,10.38,4.79B,162.26%,196.59%,18.50%,8.30%,25.88B
FNVT,,,,,,,,,,,,,,,,,,
MLPR,,,,,,,,,,,,,,,,,,
SLNH,0.12,-,-,-,0.54,-5.76,-,152.40%,-,-,6.30%,-,-83.00M,-96.68%,-29.09%,-,-,28.00M
NETZ,,,,,,,,,,,,,,,,,,
RILYO,,,,,,,,,,,,,,,,,,
ASTC,0.40,-,-,-,0.00,-5.79,-,-18.70%,-15.90%,-11.10%,2.20%,-,-9.30M,-17.22%,15.62%,-,-,0.40M
PCYG,3.58,34.92,25.14,1.59,0.01,0.25,0.68%,10.70%,9.40%,66.80%,4.00%,0.35,4.70M,79.44%,81.62%,25.00%,11.70%,18.90M
GPJA,,,,,,,,,,,,,,,,,,
BCSA,8.29,116.11,-,-,0.03,0.09,-,2.00%,-,-130.80%,26.90%,-,4.60M,7.11%,3.03%,-,0.00%,-
TIO,0.22,27.33,0.31,-,0.22,0.04,-,28.60%,-6.40%,575.30%,26.20%,4.00,138.40M,70.15%,51.72%,14.00%,0.00%,987.70M
DUST,-,-,-,-,-,-,1.36%,-,-,-,-,-,-,-35.95%,-23.26%,-,-,-
AQB,0.15,-,-,-,0.05,-0.33,-,-12.10%,-11.10%,-26.60%,1.24%,-0.41,-23.50M,-75.65%,-50.60%,-,-,2.60M
PYPS,,,,,,,,,,,,,,,,,,
AAPL,47.21,31.60,28.37,3.97,1.76,5.89,0.52%,165.70%,58.30%,0.00%,0.07%,6.56,94.32B,36.94%,42.73%,24.50%,15.60%,385.10B
WBAT,,,,,,,,,,,,,,,,,,
PSA$K,,,,,,,,,,,,,,,,,,
IEUR,-,-,-,-,-,-,2.86%,-,-,-,-,-,-,16.87%,12.02%,-,-,-
RIOT,1.53,-,-,-,0.00,-4.09,-,-,-43.50%,-206.50%,6.90%,-1.07,-601.80M,115.02%,208.26%,-,-,252.60M
X,0.53,3.57,12.45,0.45,0.39,6.69,0.84%,17.90%,17.10%,-74.30%,0.10%,1.92,1.84B,13.78%,-6.53%,9.10%,2.70%,20.30B
KEYS,6.26,25.31,19.24,2.98,0.38,6.54,-,27.50%,19.70%,12.10%,0.60%,8.60,1.18B,19.72%,-3.10%,21.10%,0.00%,5.59B
EVBN,0.88,6.01,8.68,-,0.20,4.25,5.17%,15.00%,34.00%,23.80%,1.30%,2.94,23.40M,-25.37%,-32.12%,27.50%,29.50%,85.30M
SNA,3.15,15.75,14.76,3.42,0.26,17.42,2.36%,21.30%,16.50%,14.90%,1.50%,18.58,943.00M,34.75%,20.22%,19.10%,34.20%,4.93B
SON,2.70,11.93,10.09,-,1.44,5.06,3.38%,24.60%,10.50%,28.50%,0.10%,5.99,499.40M,10.00%,-1.04%,6.90%,38.50%,7.21B
BKIS,,,,,,,,,,,,,,,,,,
CPTN,-,-,-,-,-,-0.30,-,-616.10%,-141.20%,-135.20%,1.70%,-0.29,-46.60M,-58.98%,-53.17%,-,0.00%,7.40M
TXMD,1.17,0.69,10.97,0.04,0.00,5.53,-,-,3.40%,88.60%,0.90%,0.35,47.80M,-60.43%,-29.79%,-,0.00%,51.00M
WIT,2.72,18.73,15.67,2.08,0.22,0.25,1.64%,15.40%,11.00%,-0.40%,79.00%,0.30,1.38B,-17.19%,-0.13%,12.50%,0.00%,10.97B
DLR$J,,,,,,,,,,,,,,,,,,
GOSS,-,-,-,-,-,-2.50,-,-,-,31.90%,1.20%,-1.43,-220.80M,-76.02%,-32.49%,-,-,-
NAC,0.83,-,-,-,-,-2.00,4.01%,-,-,-,-,-,-,-7.79%,-3.70%,-,-,129.62M
GBIO,1.07,-,-,-,0.00,-2.27,-,-44.80%,-,13.20%,3.50%,-1.99,-133.70M,-17.12%,23.16%,-,-,-
HEP,2.70,10.44,8.61,-,1.85,1.78,7.53%,-,8.90%,12.40%,0.20%,2.16,224.40M,8.67%,2.43%,-,78.57%,570.60M
GPMT,0.30,-,7.61,-,2.69,-1.78,15.09%,-9.50%,-1.20%,-,0.20%,0.70,-93.80M,-44.65%,-2.52%,-41.00%,-,229.00M
BRT,1.47,10.18,-,-,1.89,1.94,5.07%,13.70%,-2.30%,-134.80%,23.40%,-0.42,34.30M,-9.72%,1.17%,41.90%,51.30%,82.00M
Z,2.49,-,29.73,-,-,-0.54,-,-,-,-,9.67%,1.62,-,51.25%,48.06%,-,-,1.89B
WRB$H,,,,,,,,,,,,,,,,,,
WMPN,0.72,39.96,35.54,-,0.00,0.25,1.21%,1.80%,11.70%,-75.00%,0.30%,0.28,3.30M,-13.19%,-17.99%,11.50%,48.20%,29.00M
YSG,0.86,-,16.83,-,0.00,-0.11,-,-9.80%,-19.80%,118.30%,5.08%,0.06,-66.70M,39.80%,-29.79%,-13.20%,-,503.50M
AGM$D,,,,,,,,,,,,,,,,,,
PCM,1.38,-,-,-,0.82,-1.48,9.95%,-17.70%,5.30%,-114.80%,-,-,-17.50M,1.56%,22.49%,-,-,13.30M
LCTX,3.73,-,-,-,0.00,-0.14,-,-30.80%,-31.40%,38.50%,0.10%,-0.17,-23.60M,11.64%,24.04%,-,-,11.90M
MOV,1.18,6.99,6.82,0.47,0.00,3.73,5.36%,17.50%,18.80%,-49.10%,2.77%,3.83,85.10M,-18.11%,-16.10%,11.60%,36.80%,733.40M
SLVM,2.39,5.19,5.99,0.12,1.34,8.57,2.25%,38.20%,23.70%,80.90%,11.49%,7.43,378.00M,1.97%,-9.47%,5.00%,10.80%,3.77B
IWN,-,-,-,-,-,-,2.24%,-,-,-,-,-,-,-0.41%,1.12%,-,-,-
FRI,-,-,-,-,-,-,2.99%,-,-,-,-,-,-,-1.62%,4.00%,-,-,-
KAI,3.86,24.49,23.16,3.06,0.27,9.22,0.51%,16.90%,14.90%,-32.10%,0.30%,9.74,107.80M,23.12%,25.65%,11.90%,14.40%,908.00M
BECN,2.68,13.18,12.01,1.49,1.02,6.03,-,22.20%,14.00%,-59.50%,0.20%,6.62,406.70M,39.59%,50.41%,4.80%,0.00%,8.48B
LPTV,-,-,-,-,-,-0.66,-,-,-206.00%,-59.40%,1.30%,-0.37,-35.30M,-60.38%,-52.42%,-81.80%,-,43.20M
GUT,1.88,-,-,-,-,-0.25,8.73%,-,-,-,1.25%,-,-,-2.03%,-9.99%,-,-,9.55M
CSR$C,,,,,,,,,,,,,,,,,,
ANAB,2.75,-,-,-,0.00,-4.85,-,-52.80%,-43.90%,-21.00%,0.31%,-6.25,-136.70M,-14.41%,-40.13%,-,-,10.70M
MITQ,1.34,-,-,-,0.00,-0.11,-,-12.70%,-11.20%,-169.40%,0.90%,-,-1.20M,-1.64%,-7.63%,-5.90%,-,20.10M
C$N,,,,,,,,,,,,,,,,,,
SYPR,1.95,-,-,-,0.57,-0.13,-,-15.00%,-1.90%,-176.80%,15.30%,-,-2.90M,-17.32%,-6.75%,-2.50%,-,116.20M
ADTH,0.85,2.09,25.79,-,0.00,0.70,-,44.80%,1.40%,87.70%,10.43%,0.06,65.90M,-60.77%,-11.14%,40.00%,0.00%,164.50M
BAC$S,,,,,,,,,,,,,,,,,,
LRNZ,-,-,-,-,-,-,-,-,-,-,-,-,-,24.16%,43.67%,-,-,-
LTBR,2.10,-,-,-,0.00,-0.67,-,-25.50%,-,12.90%,2.20%,-,-7.50M,8.03%,34.13%,-,-,-
FTQI,,,,,,,,,,,,,,,,,,
POOL,11.06,21.15,20.92,5.02,1.09,16.90,1.23%,-,30.10%,-41.80%,0.20%,17.09,667.30M,1.22%,18.46%,-,20.24%,5.97B
NGE,-,-,-,-,-,-,5.54%,-,-,-,-,-,-,17.68%,44.92%,-,-,-
QUAD,1.19,-,-,-,4.14,-0.31,-,-9.50%,6.10%,-,23.55%,-,-14.30M,11.64%,-8.33%,-0.40%,0.00%,3.24B
COMS,0.12,-,-,-,1.15,-191.84,-,-490.60%,-202.60%,84.80%,2.63%,-,-156.60M,-88.30%,-74.97%,-,-,10.80M
FTFT,0.29,-,-,-,0.06,-0.92,-,-19.00%,-25.00%,17.50%,1.90%,-,-13.30M,-39.65%,-31.72%,-55.80%,-,23.80M
TRTN,1.92,7.71,8.45,0.77,3.26,10.83,3.35%,26.00%,9.20%,-12.40%,2.38%,9.88,650.40M,49.85%,20.94%,36.30%,24.80%,1.79B
IDU,-,-,-,-,-,-,2.55%,-,-,-,-,-,-,2.50%,-3.87%,-,-,-
ICLN,-,-,-,-,-,-,0.85%,-,-,-,-,-,-,0.66%,-5.38%,-,-,-
DC.W,,,,,,,,,,,,,,,,,,
CSHI,,,,,,,,,,,,,,,,,,
MMCA,,,,,,,,,,,,,,,,,,
MAA,2.89,27.08,33.05,3.87,0.71,5.69,3.63%,10.90%,6.30%,22.10%,0.10%,4.67,658.40M,-4.45%,-1.15%,31.80%,87.50%,2.07B
BULD,,,,,,,,,,,,,,,,,,
HCAT,1.70,-,113.00,-,0.00,-2.73,-,-34.10%,-20.80%,-41.20%,3.40%,0.11,-148.10M,-2.84%,14.16%,-52.50%,-,282.00M
SIG,1.71,13.20,5.66,1.89,0.00,4.53,1.54%,27.30%,30.70%,-29.10%,2.20%,10.58,342.20M,-2.79%,-11.94%,4.80%,10.10%,7.84B
MVBF,1.00,18.87,8.34,-,0.27,1.14,3.16%,9.10%,28.00%,20.90%,4.70%,2.58,14.70M,-34.03%,-5.00%,16.00%,36.20%,147.50M
FIVG,-,-,-,-,-,-,1.43%,-,-,-,-,-,-,4.69%,12.96%,-,-,-
ADES,0.22,-,-,-,0.13,-0.64,-,-9.20%,-8.60%,-95.00%,0.90%,-0.04,-13.50M,-71.75%,-43.62%,-13.90%,-,97.40M
FLJP,-,-,-,-,-,-,1.63%,-,-,-,-,-,-,15.88%,15.02%,-,-,-
HBI,4.87,-,6.37,-,11.22,-0.80,-,-52.80%,0.80%,-130.20%,0.40%,0.74,-279.80M,-54.24%,-26.40%,-4.60%,-,6.05B
SSB,1.04,10.25,10.01,0.85,0.07,7.02,2.78%,10.60%,18.50%,31.70%,0.80%,7.19,535.60M,-8.25%,-8.56%,34.00%,28.10%,1.58B
XBB,,,,,,,,,,,,,,,,,,
SMRT,1.82,-,75.81,-,0.00,-0.44,-,-22.90%,-27.10%,45.00%,6.20%,0.04,-86.10M,-37.86%,32.72%,-44.10%,-,195.50M
BSCO,-,-,-,-,-,-,2.60%,-,-,-,-,-,-,-0.39%,0.56%,-,-,-
CRECU,,,,,,,,,,,,,,,,,,
RBLX,99.10,-,-,-,3.99,-1.72,-,-270.90%,-71.60%,-62.50%,0.50%,-1.69,-1032.50M,45.99%,48.24%,-44.10%,-,2.34B
HDSN,2.23,4.97,6.80,0.17,0.21,1.90,-,53.00%,52.00%,-48.10%,1.00%,1.39,89.80M,-9.79%,-9.44%,28.20%,0.00%,318.10M
MOB,0.42,-,-,-,-,-0.09,-,-,-,-,-,-,-,-,48.44%,-,-,7.19M
GXG,-,-,-,-,-,-,11.32%,-,-,-,-,-,-,-28.29%,11.54%,-,-,-
CERS,8.09,-,-,-,1.24,-0.26,-,-67.00%,-25.20%,-24.40%,0.30%,-0.14,-46.10M,-45.37%,-29.35%,-25.10%,-,183.80M
IWDL,,,,,,,,,,,,,,,,,,
NZF,0.94,-,-,-,-,-3.99,4.48%,-,-,-,-,-,-,-5.53%,-4.28%,-,-,157.53M
TIP,-,-,-,-,-,-,4.30%,-,-,-,-,-,-,-6.28%,1.26%,-,-,-
VAQC,7.06,35.77,-,-,0.03,0.28,-,2.70%,-,-,0.46%,-,8.90M,4.50%,1.09%,-,0.00%,-
ATHA,0.55,-,-,-,0.00,-2.71,-,-41.40%,-,-31.40%,1.10%,-3.48,-102.50M,-64.48%,-7.89%,-,-,-
SEAL$B,,,,,,,,,,,,,,,,,,
FTII,,,,,,,,,,,,,,,,,,
FTXL,-,-,-,-,-,-,0.70%,-,-,-,-,-,-,26.39%,33.21%,-,-,-
DWUS,-,-,-,-,-,-,0.81%,-,-,-,-,-,-,9.31%,10.03%,-,-,-
GLU$A,,,,,,,,,,,,,,,,,,
JNUG,-,-,-,-,-,-,0.48%,-,-,-,-,-,-,-20.16%,-0.39%,-,-,-
NAT,1.42,8.71,5.09,1.74,0.51,0.43,10.05%,-,4.90%,259.10%,1.90%,0.74,89.00M,83.88%,23.79%,-,150.20%,410.90M
RBLD,,,,,,,,,,,,,,,,,,
TRVG,0.64,-,6.82,-,0.00,-0.32,-,-18.30%,-22.60%,194.20%,33.94%,0.17,-115.00M,-30.36%,-13.33%,-19.60%,-,586.90M
SSO,-,-,-,-,-,-,0.38%,-,-,-,-,-,-,27.66%,29.79%,-,-,-
FGBI,0.72,6.25,9.53,-,0.18,2.09,4.89%,11.40%,37.20%,-58.80%,20.10%,1.37,22.40M,-51.70%,-46.61%,15.20%,30.60%,147.40M
EWTX,1.68,-,-,-,0.00,-1.33,-,-23.60%,-,-22.00%,9.60%,-2.02,-75.80M,35.76%,-6.15%,-,-,-
HWELU,,,,,,,,,,,,,,,,,,
OABI,1.66,-,-,-,0.00,-0.19,-,-,-6.70%,3.30%,5.00%,-0.42,-22.20M,-51.59%,35.81%,-,-,66.40M
MAQC,,,,,,,,,,,,,,,,,,
SNDX,3.40,-,-,-,0.00,-2.42,-,-38.30%,-,6.00%,0.30%,-3.01,-153.30M,27.73%,-18.55%,-,-,-
XLE,-,-,-,-,-,-,4.96%,-,-,-,-,-,-,-1.21%,-6.96%,-,-,-
VSS,-,-,-,-,-,-,2.08%,-,-,-,-,-,-,6.02%,10.32%,-,-,-
PSIL,-,-,-,-,-,-,11.69%,-,-,-,-,-,-,-32.10%,-1.08%,-,-,-
PRTC,,,,,,,,,,,,,,,,,,
CLAYU,,,,,,,,,,,,,,,,,,
PPA,-,-,-,-,-,-,0.80%,-,-,-,-,-,-,20.99%,5.99%,-,-,-
NANC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.03%,-,-,-
IRAA,,,,,,,,,,,,,,,,,,
ROOF,-,-,-,-,-,-,4.30%,-,-,-,-,-,-,-8.98%,2.58%,-,-,-
CRMD,4.24,-,-,-,0.00,-0.79,-,-58.60%,-,-30.30%,0.60%,-0.90,-33.20M,80.21%,22.99%,-,-,0.06M
VII,2.99,496.19,-,-,0.03,0.02,-,1.50%,-,-132.10%,-,-,2.00M,7.20%,2.96%,-,0.00%,-
ASRT,1.25,4.13,10.02,0.17,0.15,1.49,-,52.50%,40.30%,-134.80%,0.20%,0.61,97.10M,114.72%,40.81%,59.90%,0.00%,162.20M
BKES,,,,,,,,,,,,,,,,,,
NBTB,1.24,10.31,10.41,2.06,0.19,3.40,3.43%,12.40%,21.90%,-13.50%,0.40%,3.37,146.50M,-5.77%,-21.76%,35.40%,34.50%,414.10M
HASI,1.60,140.64,11.82,14.50,2.08,0.20,5.56%,1.20%,0.90%,-49.80%,0.40%,2.40,19.60M,-24.84%,-8.25%,7.80%,692.30%,250.40M
FEEM,,,,,,,,,,,,,,,,,,
