,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
PLSE,-,-,-,-,-,-1.41,-,-,-91.10%,54.90%,0.10%,-0.90,-51.00M,184.33%,122.74%,-,-,0.30M
AKRO,6.72,-,-,-,0.08,-2.74,-,-39.80%,-,26.00%,2.10%,-3.31,-111.80M,390.95%,-20.80%,-,-,-
NRSN,3.26,-,-,-,0.02,-1.07,-,-139.40%,-,27.90%,41.01%,-,-12.30M,2.69%,25.42%,-,-,-
HAFC,0.68,4.43,5.71,0.55,0.20,3.36,6.72%,-,25.80%,6.20%,0.60%,2.61,102.10M,-38.30%,-41.82%,-,28.40%,304.20M
AZN,6.18,47.37,16.57,3.62,0.88,1.51,3.41%,13.10%,6.90%,367.40%,0.50%,4.31,4.70B,7.42%,6.78%,10.70%,0.00%,43.84B
ACAB,,,,,,,,,,,,,,,,,,
AOUT,0.51,-,12.73,-,0.05,-6.31,-,-42.70%,-28.90%,-181.00%,3.30%,0.59,-84.90M,-36.00%,-25.65%,-43.50%,-,194.90M
OCGN,1.35,-,-,-,0.03,-0.36,-,-86.50%,-,16.50%,0.40%,-0.32,-79.80M,-80.88%,-64.86%,-,-,-
HFBL,0.81,7.91,-,-,0.00,1.71,3.55%,11.10%,30.40%,-8.00%,9.60%,-,5.50M,-19.55%,-12.92%,23.00%,25.60%,24.00M
AKAN,0.09,-,-,-,-,-2.52,-,-,-,-,65.94%,-,-,-92.35%,-52.22%,-,-,2.62M
HYW,1.18,5.49,4.26,1.21,0.00,1.13,-,26.60%,24.50%,14.00%,-,1.45,33.10M,-7.31%,9.82%,11.20%,0.00%,296.20M
ACWX,-,-,-,-,-,-,2.70%,-,-,-,-,-,-,-4.15%,4.55%,-,-,-
MSFT,12.66,35.90,30.31,2.97,0.33,9.23,0.82%,38.50%,31.30%,10.40%,0.05%,10.93,69.02B,20.41%,37.19%,33.20%,28.10%,207.59B
MOFG,0.61,6.34,6.60,0.79,0.24,3.08,4.97%,9.90%,23.80%,-89.90%,1.00%,2.96,48.30M,-38.60%,-40.98%,22.60%,30.90%,214.20M
BHRB,,,,,,,,,,,,,,,,,,
HLTH,0.18,-,-,-,0.01,-1.31,-,-20.30%,-33.80%,-190.60%,12.80%,-1.23,-194.10M,-86.89%,-65.18%,-26.50%,-,483.50M
PUI,-,-,-,-,-,-,2.09%,-,-,-,-,-,-,-15.51%,-7.28%,-,-,-
VLGEA,0.74,10.02,-,-,0.28,2.05,4.87%,8.50%,5.70%,58.90%,19.15%,-,31.90M,-12.35%,-10.54%,1.50%,33.30%,2.11B
CHCI,1.26,4.34,-,0.43,0.00,0.89,-,30.70%,27.10%,-66.60%,68.54%,-,8.50M,-20.04%,-9.88%,20.60%,0.00%,40.90M
MASI,6.17,71.72,28.91,6.03,0.70,2.18,-,9.20%,7.00%,-51.80%,0.80%,5.40,118.20M,10.33%,7.02%,5.10%,0.00%,2.30B
CMCSA,2.00,29.69,9.58,4.00,1.22,1.32,2.96%,6.80%,5.40%,16.50%,0.74%,4.09,5.66B,-11.42%,11.85%,4.70%,82.70%,120.11B
GFAI,0.37,-,-,-,1.46,-14.97,-,-145.80%,-36.00%,-,26.98%,-,-18.60M,-73.25%,21.25%,-53.80%,-,34.50M
PCVX,4.45,-,-,-,0.00,-3.42,-,-37.30%,-,-3.50%,0.60%,-3.35,-245.00M,88.77%,2.71%,-,-,-
MINM,0.45,-,-,-,0.36,-8.37,-,-68.90%,-68.60%,-147.20%,0.60%,-,-15.50M,-67.06%,-11.70%,-30.70%,-,50.60M
RDNT,5.09,-,85.09,-,2.65,-0.23,-,-4.20%,3.10%,-780.90%,0.80%,0.34,-13.40M,37.11%,51.38%,-0.90%,0.00%,1.48B
AKAM,3.44,29.11,14.62,3.64,0.00,3.16,-,11.80%,8.30%,-23.70%,0.10%,6.30,501.60M,-10.45%,9.13%,13.80%,0.00%,3.63B
ASTR,2.21,-,-,-,0.00,-1.39,-,-275.30%,-508.90%,48.90%,2.50%,-0.27,-370.60M,-85.99%,-20.24%,-,-,5.50M
HSDT,0.58,-,-,-,0.00,-2.41,-,-162.30%,-160.50%,86.70%,2.36%,-0.37,-14.10M,-87.09%,-43.63%,-,-,0.80M
ARBK,4.10,-,-,-,5.54,-5.02,-,-167.30%,-153.60%,-,0.03%,-1.05,-239.30M,-79.23%,7.87%,-,-,58.40M
AIRS,6.17,-,37.27,-,1.11,-0.25,-,-17.70%,-5.10%,98.00%,29.70%,0.22,-14.00M,-6.83%,123.51%,-8.00%,-,175.10M
OKYO,,,,,,,,,,,,,,,,,,
PIZ,-,-,-,-,-,-,2.42%,-,-,-,-,-,-,-7.68%,5.57%,-,-,-
NTRSO,,,,,,,,,,,,,,,,,,
MYMD,5.55,-,-,-,0.00,-0.33,-,-82.70%,-,61.20%,0.60%,-,-12.70M,-40.02%,55.43%,-,-,-
ATMV,,,,,,,,,,,,,,,,,,
XPAXU,,,,,,,,,,,,,,,,,,
COLB,0.88,6.47,5.30,0.81,0.00,3.20,6.96%,-,24.80%,-,0.10%,3.91,250.10M,-35.63%,-35.16%,-,37.74%,646.50M
JFU,0.11,-,-,-,0.00,-7.18,-,-15.00%,-17.10%,98.70%,49.02%,-,-84.00M,-72.41%,41.71%,-,-,79.40M
MXL,3.20,23.74,11.87,-,0.00,1.25,-,15.60%,16.40%,-71.90%,1.80%,2.49,101.00M,-26.89%,-14.46%,9.10%,0.00%,1.10B
LFVN,1.74,-,-,-,0.00,-0.08,3.04%,-2.60%,12.10%,-7.00%,9.00%,-,-0.80M,14.43%,25.81%,-0.40%,12.12%,210.10M
FCA,-,-,-,-,-,-,6.30%,-,-,-,-,-,-,-21.94%,-6.22%,-,-,-
XEL,2.10,19.84,17.76,3.10,1.48,3.23,3.24%,10.80%,6.20%,8.80%,0.10%,3.61,1.77B,-15.29%,-7.76%,11.30%,60.30%,15.64B
AXDX,-,-,-,-,-,-0.75,-,198.00%,-112.10%,14.00%,0.80%,-0.39,-65.80M,15.97%,-0.84%,-,-,12.60M
CETX,1.01,-,936.00,-,2.71,-9.83,-,-90.50%,-50.00%,87.30%,13.74%,0.01,-7.50M,-3.16%,127.74%,-19.50%,-,54.90M
FBRX,0.65,-,-,-,0.00,-0.94,-,-47.30%,-,-84.80%,18.56%,-,-18.10M,-21.71%,1.00%,-,-,-
AMED,2.27,21.92,16.01,-,0.37,3.44,-,10.90%,9.30%,-20.00%,0.30%,4.71,112.20M,-36.44%,-10.58%,5.00%,0.00%,2.23B
CTBI,0.94,7.59,8.51,1.52,0.10,4.56,5.09%,12.90%,21.00%,-2.40%,0.10%,4.07,81.40M,-18.97%,-26.00%,37.80%,37.70%,215.20M
BNDW,-,-,-,-,-,-,2.21%,-,-,-,-,-,-,-4.71%,2.24%,-,-,-
THTX,-,-,-,-,-,-0.50,-,-,-,-,0.84%,-0.12,-,-62.50%,5.35%,-,-,81.41M
FBL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203.56%,-,-,-
HOOD,1.13,-,-,-,0.37,-1.29,-,-16.40%,-11.50%,-26.10%,0.40%,-0.04,-1147.00M,-15.43%,7.84%,-76.50%,-,1.50B
FCBC,1.03,9.20,11.77,1.84,0.00,2.98,4.23%,11.60%,21.90%,28.20%,15.18%,2.33,48.90M,-7.12%,-20.96%,41.20%,38.10%,118.90M
AHG,0.59,-,-,-,0.00,-0.88,-,-88.50%,-130.60%,87.90%,-,-,-16.90M,-68.55%,-10.54%,-,-,6.30M
AQST,-,-,-,-,-,-0.71,-,30.70%,63.30%,134.30%,0.40%,-0.57,-33.10M,113.58%,143.86%,-71.20%,-,46.50M
HTCR,5.85,-,16.63,-,0.38,-0.37,-,-73.90%,-101.40%,-105.80%,77.07%,0.10,-6.70M,29.99%,62.85%,-68.00%,-,8.80M
FTRI,-,-,-,-,-,-,8.92%,-,-,-,-,-,-,-26.30%,-13.93%,-,-,-
CZR,2.38,-,18.65,-,6.83,-0.92,-,-31.60%,5.80%,67.00%,0.40%,2.21,-198.00M,-21.86%,-3.08%,-10.40%,-,11.36B
MGRC,2.56,20.45,16.87,2.05,0.77,4.40,2.07%,21.10%,10.70%,-34.90%,1.44%,5.33,107.90M,8.40%,-9.88%,22.30%,26.60%,752.20M
BCOV,1.85,-,19.57,-,0.00,-0.45,-,-19.00%,-7.80%,-597.10%,0.80%,0.21,-19.10M,-42.48%,-22.47%,-9.20%,-,206.70M
MSVB,0.81,16.09,-,-,0.00,0.65,2.30%,5.30%,22.40%,-24.10%,7.30%,-,1.80M,-29.57%,-19.06%,18.60%,30.80%,9.40M
IDN,2.83,-,-,-,0.00,-0.20,-,-20.30%,-20.80%,12.30%,5.10%,-0.07,-3.70M,42.55%,31.50%,-22.00%,-,16.80M
PRVA,5.50,187.33,73.69,-,0.00,0.13,-,3.40%,-2.50%,136.40%,2.80%,0.33,16.20M,-0.49%,7.18%,1.10%,0.00%,1.43B
MDB,27.48,-,190.35,-,1.61,-5.04,-,-50.00%,-18.60%,26.50%,2.60%,1.54,-345.40M,17.36%,49.10%,-26.90%,-,1.28B
PHIO,0.63,-,-,-,0.00,-10.92,-,-102.20%,-,-34.90%,0.90%,-,-12.40M,-60.39%,-22.27%,-,-,-
SKGRU,,,,,,,,,,,,,,,,,,
LGVC,-,159.38,-,-,-,0.07,-,-,-,-,4.19%,-,2.30M,-,2.05%,-,0.00%,-
IPGP,2.31,59.12,19.77,12.85,0.01,1.93,-,4.00%,4.00%,-3.90%,15.70%,5.75,100.50M,8.63%,17.62%,7.10%,0.00%,1.41B
SHBI,0.63,7.07,6.65,0.71,0.12,1.61,4.21%,8.90%,21.70%,14.70%,0.60%,1.72,32.00M,-43.95%,-35.97%,25.70%,29.80%,124.60M
SAMAU,,,,,,,,,,,,,,,,,,
HEPA,1.15,-,-,-,0.00,-9.77,-,-99.90%,-,-91.30%,-,-9.52,-51.70M,-32.14%,72.99%,-,-,-
VMD,2.65,46.20,20.15,-,0.01,0.20,-,6.20%,5.60%,-13.20%,13.95%,0.47,8.20M,64.63%,26.52%,4.10%,0.00%,199.30M
APRE,0.47,-,-,-,0.00,-91.30,-,-,-,81.50%,2.50%,-1.82,-109.10M,-76.07%,-41.79%,-,-,-
AHRN,1.28,28.75,-,-,0.00,0.37,-,3.10%,-,-78.70%,-,-,13.80M,-,3.08%,-,0.00%,-
FALN,-,-,-,-,-,-,5.26%,-,-,-,-,-,-,-6.79%,0.89%,-,-,-
HSON,1.17,12.60,5.61,1.80,0.03,1.42,-,9.80%,14.90%,-88.30%,11.70%,3.19,4.50M,-48.55%,-13.61%,2.30%,0.00%,192.10M
DKNG,10.40,-,-,-,1.23,-2.92,-,-94.40%,-56.10%,23.30%,2.10%,-0.82,-1307.40M,56.18%,101.84%,-50.40%,-,2.59B
COMM,-,-,1.80,-,-,-5.80,-,117.80%,-8.80%,92.50%,1.00%,2.33,-1203.20M,-45.83%,-45.17%,-13.40%,-,9.00B
NYXH,1.59,-,-,-,-,-1.68,-,-,-,-,50.14%,-1.70,-,-47.48%,51.04%,-,-,2.87M
TWIN,1.11,15.96,-,2.00,0.26,0.71,-,7.30%,5.30%,18.10%,5.40%,-,9.60M,10.39%,17.54%,3.60%,0.00%,269.00M
BL,25.79,-,36.10,-,11.86,-0.53,-,-32.50%,-2.80%,-17.80%,1.10%,1.39,-31.40M,-30.28%,-24.40%,-5.80%,-,541.70M
RILYZ,,,,,,,,,,,,,,,,,,
SWKH,,,,,,,,,,,,,,,,,,
BVS,0.96,-,16.44,-,2.36,-3.67,-,-88.40%,-27.30%,-613.10%,15.63%,0.18,-227.10M,-70.17%,9.96%,-55.80%,-,513.90M
ZION,0.90,4.94,5.63,-,0.14,5.85,5.67%,18.80%,42.20%,4.60%,1.00%,5.13,873.00M,-52.12%,-44.45%,28.50%,27.50%,3.07B
URBN,1.67,16.77,11.08,0.79,0.00,1.93,-,9.80%,9.20%,-19.00%,37.33%,2.93,181.00M,43.36%,30.31%,3.50%,0.00%,4.86B
UVSP,0.68,6.93,7.10,1.73,0.19,2.67,4.53%,10.20%,20.20%,4.30%,0.80%,2.61,78.80M,-31.61%,-32.03%,27.70%,31.20%,284.20M
SHC,10.88,-,15.26,-,6.36,-0.93,-,-,-6.80%,-90.80%,0.40%,0.92,-261.00M,-34.01%,67.47%,-,-,987.50M
ZTAQU,,,,,,,,,,,,,,,,,,
APWC,0.21,8.42,-,-,0.40,0.19,-,-,2.80%,-,75.40%,-,-,44.07%,18.06%,-,0.00%,433.89M
CHX,3.08,29.57,10.98,0.93,0.36,0.89,1.29%,10.50%,8.90%,78.60%,0.70%,2.39,181.80M,7.97%,-12.85%,4.70%,34.10%,3.89B
KOPN,4.95,-,-,-,0.00,-0.22,-,-61.90%,-90.60%,-64.30%,0.90%,-0.13,-20.60M,84.88%,77.43%,-44.20%,-,46.60M
MSFU,,,,,,,,,,,,,,,,,,
GOEV,0.96,-,-,-,0.00,-1.57,-,-200.30%,-,59.50%,3.00%,-0.97,-453.10M,-84.43%,-55.44%,-,-,-
MGIH,0.41,4.50,-,-,0.39,0.36,-,-,8.30%,200.70%,88.90%,-,4.10M,-,-47.66%,6.20%,0.00%,66.20M
BGRY,8.18,-,-,-,0.00,-0.49,-,-156.40%,-162.10%,-48.70%,0.20%,-,-115.70M,-38.12%,128.51%,-,-,66.70M
VBLT,0.83,-,-,-,0.00,-0.32,-,-96.10%,-146.00%,74.80%,12.87%,-,-24.50M,-89.63%,68.58%,-,-,0.50M
BSCR,-,-,-,-,-,-,3.14%,-,-,-,-,-,-,-3.46%,0.87%,-,-,-
RDIB,,,,,,,,,,,,,,,,,,
QNST,1.76,-,41.70,-,0.00,-0.33,-,-6.30%,-1.50%,-122.10%,2.40%,0.22,-17.90M,-18.23%,-36.24%,-3.00%,-,596.80M
RILYN,,,,,,,,,,,,,,,,,,
AZPN,0.81,-,25.81,-,0.00,-0.95,-,-0.60%,0.40%,-903.00%,0.40%,6.33,-77.90M,-17.29%,-20.38%,-8.10%,-,962.50M
IEUS,-,-,-,-,-,-,2.82%,-,-,-,-,-,-,-9.32%,4.71%,-,-,-
SPBC,-,-,-,-,-,-,4.25%,-,-,-,-,-,-,-1.86%,13.47%,-,-,-
CRIS,2.11,-,-,-,0.00,-0.55,-,-103.80%,-113.80%,31.90%,5.93%,-0.43,-52.10M,11.39%,45.82%,-,-,10.40M
SFE,0.94,-,-,-,0.00,-0.68,-,-29.60%,-,46.40%,5.10%,-,-11.00M,-53.75%,-42.26%,-,-,-
PANL,0.83,4.22,7.21,-,0.92,1.39,6.83%,20.60%,17.20%,-82.70%,29.28%,0.81,62.80M,-9.86%,12.72%,10.10%,24.80%,621.60M
UTAA,1.30,66.52,-,-,0.00,0.16,-,2.00%,-,563.60%,-,-,4.50M,6.35%,3.23%,-,0.00%,-
NOGN,-,-,-,-,-,-4.94,-,81.40%,340.40%,0.40%,25.20%,-1.18,-52.70M,-99.28%,-90.65%,-61.30%,-,85.90M
VRTS,1.69,11.81,7.50,0.35,2.76,16.52,3.38%,15.20%,4.40%,23.60%,0.10%,26.01,123.10M,-1.54%,-0.24%,14.80%,38.20%,831.80M
TCBX,0.58,10.46,8.10,0.57,0.29,1.58,-,6.40%,20.20%,216.60%,1.00%,2.04,23.20M,-31.56%,-11.80%,12.60%,0.00%,184.10M
HOWL,0.95,-,-,-,0.32,-1.66,-,-40.00%,-45.80%,38.50%,2.41%,-1.76,-50.40M,-20.38%,53.41%,-,-,20.90M
CHEF,2.89,44.64,17.19,2.11,1.64,0.70,-,7.10%,6.70%,-1.10%,0.50%,1.82,27.80M,-13.45%,-7.15%,1.00%,0.00%,2.82B
EVLV,4.04,-,-,-,0.00,-0.70,-,-43.10%,-40.00%,-103.00%,16.40%,-0.23,-101.20M,97.39%,118.73%,-,-,65.10M
PYCR,2.97,-,50.89,-,0.00,-0.50,-,-6.90%,-11.20%,56.40%,0.60%,0.43,-87.70M,-14.79%,-12.28%,-16.70%,-,523.60M
LYEL,0.88,-,-,-,0.00,-0.73,-,-22.00%,-23.00%,3.90%,3.10%,-1.37,-181.90M,-30.46%,-13.02%,-,-,84.20M
HAIA,,,,,,,,,,,,,,,,,,
WYNN,-,-,22.01,-,-,-2.01,1.00%,32.10%,-1.00%,106.80%,0.30%,4.52,-228.20M,48.05%,17.16%,-5.40%,-,4.23B
VTC,-,-,-,-,-,-,3.37%,-,-,-,-,-,-,-5.99%,1.47%,-,-,-
ACAX,,,,,,,,,,,,,,,,,,
RVLP,2.03,-,-,-,1.43,-0.60,-,-103.60%,-54.60%,-43.10%,3.60%,-0.22,-56.50M,-45.10%,-25.00%,-,-,37.10M
PLRX,2.13,-,-,-,0.02,-2.86,-,-39.00%,-39.40%,13.90%,0.90%,-3.34,-132.80M,282.00%,10.86%,-,-,9.80M
ROIV,6.77,-,-,-,0.43,-1.78,-,-96.60%,-68.60%,-19.10%,14.50%,-1.35,-1245.50M,122.03%,12.27%,-,-,43.10M
WAVS,6.97,-,-,-,-,-0.04,-,-,-,-,22.47%,-,-0.70M,-,-11.34%,-,-,-
ALEC,3.34,-,-,-,0.00,-1.58,-,-57.30%,-64.30%,-1.30%,3.10%,-2.42,-131.20M,-19.89%,-20.15%,-,-,125.70M
MMMB,7.38,44.04,12.55,-,0.78,0.06,-,23.00%,12.70%,223.80%,0.30%,0.20,2.30M,103.23%,40.39%,2.40%,0.00%,93.20M
BFRG,6.67,-,-,-,-,-0.49,-,-,-,-302.30%,71.72%,-,-2.80M,-,8.19%,-,-,0.01M
HLIT,5.81,56.96,16.49,2.94,0.39,0.31,-,11.10%,6.40%,394.20%,1.20%,1.07,34.80M,77.02%,32.02%,5.50%,0.00%,635.20M
VONE,-,-,-,-,-,-,1.81%,-,-,-,-,-,-,-0.29%,8.36%,-,-,-
EVAX,4.46,-,-,-,1.23,-0.98,-,-135.50%,-,-145.00%,42.47%,-2.17,-23.20M,-23.68%,-18.31%,-,-,-
MGNI,2.27,-,14.02,-,0.96,-1.38,-,-23.60%,-7.10%,-117.40%,2.40%,0.85,-184.50M,3.28%,9.92%,-31.30%,-,589.10M
ENVX,6.59,-,-,-,0.00,-1.09,-,-46.10%,-37.00%,-269.80%,2.60%,-0.98,-167.90M,4.52%,3.18%,-,-,6.20M
GRAB,1.74,-,-,-,0.12,-0.40,-,-22.20%,-17.30%,42.40%,27.55%,-0.10,-1504.00M,20.95%,-9.47%,-86.90%,-,1.73B
CFFSU,,,,,,,,,,,,,,,,,,
CNTY,1.45,34.90,7.02,1.40,4.45,0.20,-,4.50%,9.70%,-694.30%,0.10%,0.98,6.50M,-22.94%,-4.41%,1.50%,0.00%,435.90M
CVKD,3.58,-,-,-,0.00,-1.31,-,-,-,-,69.49%,-,-11.70M,-,-65.60%,-,-,-
EZPW,0.67,27.24,9.60,0.78,0.51,0.32,-,4.20%,5.70%,-167.50%,1.80%,0.89,29.50M,7.87%,3.37%,3.00%,0.00%,972.00M
PTCT,-,-,-,-,-,-7.89,-,188.30%,-41.70%,-5.90%,0.10%,-3.00,-571.30M,36.31%,8.38%,-74.10%,-,770.40M
YJ,0.21,-,-,-,0.00,-0.09,-,-9.80%,-7.60%,-169.70%,22.26%,-,-19.50M,-82.36%,-74.94%,-12.00%,-,163.10M
FRHC,6.93,34.63,-,-,1.84,2.36,-,-,22.40%,-19.90%,71.57%,-,140.30M,90.79%,39.44%,-,0.00%,559.30M
HPCO,1.74,-,-,-,0.04,-0.30,-,-110.20%,-88.60%,-614.80%,0.20%,-,-7.00M,-,-37.73%,-,-,4.00M
BWEN,1.75,-,5.06,-,0.64,-0.32,-,-13.70%,-10.90%,129.50%,2.80%,0.79,-6.60M,111.49%,105.59%,-3.60%,-,183.80M
IMCC,0.51,-,-,-,0.42,-2.31,-,-,-86.50%,103.20%,33.05%,-0.09,-16.40M,-89.69%,5.59%,-,-,54.50M
ISSC,3.46,23.89,17.92,1.19,0.00,0.28,-,15.70%,17.60%,-11.60%,0.10%,0.38,4.90M,-23.12%,-17.60%,17.60%,0.00%,28.10M
BABX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-27.02%,-,-,-
CASY,3.28,19.09,21.31,2.21,0.64,12.02,0.66%,18.50%,10.10%,55.50%,0.30%,10.77,450.40M,7.02%,0.17%,3.00%,12.10%,15.22B
FORTY,1.88,13.30,-,-,1.33,5.22,1.79%,14.70%,16.70%,-3.10%,68.90%,-,80.80M,-40.32%,-7.10%,3.10%,11.90%,2.59B
HQY,2.47,-,23.30,-,0.49,-0.31,-,-1.40%,0.70%,99.40%,0.50%,2.37,-26.10M,-13.60%,-11.97%,-3.00%,-,861.70M
CCLDO,,,,,,,,,,,,,,,,,,
COHU,1.92,20.29,14.75,-,0.05,1.88,-,10.00%,9.50%,-25.20%,1.00%,2.58,91.00M,24.15%,18.30%,11.50%,0.00%,794.40M
UNB,1.62,7.49,-,-,0.27,2.90,6.62%,23.30%,51.50%,19.60%,0.10%,-,13.10M,-26.02%,-8.37%,27.70%,48.40%,47.30M
THCP,,,,,,,,,,,,,,,,,,
BMRN,3.49,234.46,31.08,4.04,0.00,0.37,-,1.60%,2.50%,-57.80%,0.30%,2.81,71.60M,7.37%,-15.99%,3.30%,0.00%,2.17B
OCC,1.37,22.04,-,-,0.50,0.18,-,6.40%,1.40%,182.40%,1.60%,-,1.40M,4.29%,-9.28%,1.90%,0.00%,72.90M
MNTK,4.43,30.88,21.33,-,0.31,0.23,-,14.90%,12.20%,-238.20%,1.00%,0.33,32.50M,-46.86%,-37.04%,16.90%,0.00%,192.50M
RCEL,3.58,-,-,-,0.00,-1.05,-,-30.80%,-32.50%,3.60%,1.80%,-0.79,-26.40M,98.15%,70.83%,-70.60%,-,37.40M
ATXG,0.91,370.00,-,-,0.00,0.00,-,0.50%,-80.50%,-759.10%,5.74%,-,0.10M,-97.98%,-30.99%,0.60%,0.00%,9.50M
JSPR,1.13,-,-,-,0.00,-1.08,-,-74.40%,-,-166.10%,5.90%,-0.54,-49.70M,-49.84%,226.15%,-,-,-
SQLV,-,-,-,-,-,-,1.33%,-,-,-,-,-,-,-8.60%,-1.11%,-,-,-
LCNB,0.79,7.50,8.90,5.36,0.00,1.92,5.83%,10.80%,27.90%,-3.10%,1.30%,1.62,21.60M,-14.28%,-23.28%,31.60%,42.70%,68.50M
BACK,4.47,-,-,-,0.10,-0.63,-,-240.90%,-373.10%,6.60%,1.80%,-0.11,-18.30M,-88.43%,-33.28%,-,-,16.20M
ASTL,0.66,1.95,3.84,-,0.08,3.52,2.91%,37.60%,50.70%,-161.40%,10.83%,1.79,412.40M,-31.60%,5.84%,18.50%,7.50%,2.23B
VECT,4.07,-,-,-,0.05,-1.87,-,-61.30%,-,4.00%,4.50%,-1.94,-93.70M,201.28%,89.84%,-,-,27.34M
CWBC,0.84,8.02,9.02,-,0.00,1.34,2.98%,10.80%,36.20%,-38.70%,2.90%,1.19,12.00M,-22.89%,-26.65%,23.30%,22.30%,51.20M
GDTC,14.19,-,-,-,2.08,-0.13,-,-,-,-88.10%,69.15%,-,-1.50M,-,-30.62%,-,-,-
CHSCM,-,-,-,-,-,-,6.77%,-,-,33.50%,-,-,-,-5.21%,3.70%,-,0.00%,50.65B
SWIM,1.16,-,12.36,-,0.96,-0.15,-,-4.50%,2.70%,-413.10%,0.90%,0.31,-17.20M,-60.14%,13.51%,-2.70%,-,641.80M
OPRA,1.63,36.12,18.64,-,0.01,0.42,-,4.30%,3.70%,309.60%,12.16%,0.81,39.90M,230.27%,177.23%,11.50%,0.00%,346.90M
ALAR,0.80,-,-,-,-,-4.38,-,-,-,-,5.11%,-0.01,-,-44.44%,25.00%,-,-,18.78M
BSMS,-,-,-,-,-,-,2.05%,-,-,-,-,-,-,-1.04%,0.00%,-,-,-
CENX,2.04,-,4.80,-,1.43,-0.80,-,-15.80%,-21.30%,-344.60%,0.30%,1.67,-69.40M,-38.04%,-6.30%,-2.70%,-,2.58B
CSGS,3.95,25.04,12.40,3.97,1.20,1.91,2.34%,16.30%,7.10%,255.80%,0.10%,3.85,58.90M,-23.17%,-17.40%,5.20%,55.90%,1.12B
IPSC,0.64,-,-,-,0.04,-2.14,-,-39.30%,-42.80%,18.90%,36.04%,-2.12,-124.70M,-65.65%,-40.74%,-,-,5.90M
NIR,4.62,7.63,-,-,15.37,0.24,-,-22.20%,-,-546.50%,90.32%,-,5.00M,-81.92%,-82.52%,-,0.00%,59.75M
ENSG,3.69,21.39,17.19,1.43,0.12,4.12,0.26%,-,16.60%,18.40%,0.70%,5.12,234.20M,6.44%,-7.28%,-,5.49%,3.20B
OSPN,2.93,-,94.13,-,0.00,-0.70,-,-14.00%,-14.70%,-258.80%,0.30%,0.15,-28.00M,9.98%,31.99%,-12.50%,-,224.20M
CASH,1.85,10.08,7.23,-,0.05,4.55,0.44%,18.70%,36.80%,-46.80%,1.00%,6.35,126.40M,5.48%,1.93%,36.80%,4.40%,343.90M
RNA,1.35,-,-,-,0.00,-3.36,-,-40.70%,-30.90%,-4.80%,5.17%,-3.40,-192.20M,-28.89%,-53.12%,-,-,9.70M
PPSI,3.07,-,12.85,-,0.04,-0.28,-,-,-22.80%,116.30%,22.20%,0.42,-2.80M,12.37%,100.00%,-,-,29.10M
RTLPO,,,,,,,,,,,,,,,,,,
APP,4.76,-,38.89,-,1.70,-0.22,-,-,-0.70%,96.10%,4.30%,0.62,-82.00M,-38.97%,133.51%,-,-,2.91B
BSCN,-,-,-,-,-,-,2.05%,-,-,-,-,-,-,0.36%,0.79%,-,-,-
MERC,0.73,4.74,11.55,-,1.68,1.92,3.31%,16.30%,13.40%,-134.30%,0.20%,0.79,127.60M,-41.73%,-25.26%,5.80%,15.50%,2.21B
VRNA,5.87,-,-,-,0.07,-0.88,-,-28.30%,-32.00%,47.70%,50.80%,-0.86,-60.60M,376.23%,-18.35%,-,-,0.50M
IMKTA,1.15,6.32,-,0.44,0.41,13.05,0.80%,19.30%,15.70%,-40.90%,1.30%,-,247.80M,-9.53%,-15.88%,4.30%,5.10%,5.78B
MYPS,1.93,146.67,115.79,4.18,0.00,0.03,-,1.60%,-7.40%,90.30%,0.10%,0.04,4.90M,-24.91%,12.24%,1.60%,0.00%,300.00M
NLTX,0.55,-,-,-,0.00,-1.02,-,-56.70%,-,7.90%,18.20%,-0.17,-56.40M,-19.99%,57.17%,-,-,-
BIB,-,-,-,-,-,-,0.04%,-,-,-,-,-,-,2.49%,-10.80%,-,-,-
PNFP,0.70,6.93,7.27,0.22,0.08,7.27,1.75%,10.60%,16.10%,6.40%,2.21%,6.93,553.70M,-40.98%,-34.55%,34.20%,12.00%,1.62B
SCOR,0.62,-,-,-,0.00,-0.87,-,-52.20%,-47.00%,6.80%,4.20%,-0.02,-81.50M,-49.86%,-24.35%,-21.80%,-,374.00M
GFS,3.25,22.36,20.78,8.98,0.25,2.71,-,16.10%,11.60%,34.60%,-,2.92,1.52B,-1.35%,10.02%,19.00%,0.00%,8.01B
FRPT,3.21,-,-,-,0.00,-1.41,-,-6.60%,-5.10%,-27.70%,0.10%,-0.27,-66.70M,-19.21%,11.81%,-10.60%,-,630.70M
EACPU,,,,,,,,,,,,,,,,,,
OPGN,0.36,-,-,-,1.13,-86.89,-,-249.50%,-177.30%,57.20%,0.10%,-1.37,-36.20M,-93.32%,-73.48%,-,-,3.10M
FOSLL,,,,,,,,,,,,,,,,,,
NWPX,0.83,8.94,10.15,0.89,0.23,2.99,-,9.60%,8.30%,-34.40%,1.90%,2.63,30.00M,-22.18%,-21.10%,6.70%,0.00%,447.40M
AHRNU,,,,,,,,,,,,,,,,,,
ATCOL,,,,,,,,,,,,,,,,,,
